id_movimiento,id_efectivo,id_unidad_destino,id_rango,id_tipo,fecha_movimiento,antiguedad_anios,salario_mensual,observaciones
1443,763,3,1,4,2022-07-05,  2 años  ,BS 2223,Asignación temporal zona operaciones
1444,480,32,1,1,31/03/2024,  0 años  ,"Bs.2,377.88",Servicio premilitar completado
1445,192,39,6,2,2023/12/20,11,"Bs.- 4,321.79",S/N
1446,563,16,1,5,02/12/2023,aprox. 8,"Bs. 2,483.27",PERMISO ESPECIAL — NACIMIENTO HIJO
1447,43,12,5,1,2021-07-17,cero años,"3,397.46 Bs","Alta por
convocatoria anual"
1448,842,19,3,4,16/07/2022,7.5,"Bs.2,720.13",Ref: Rotación semestral — destino UD-19
1449,1143,31,3,3,2025/05/14,5 años,BS 3391,Promoción regular — escalafonamiento
1450,774,3,11,1,02-04-2024,0 años,"Bs.7,573.56",Reclutamiento zona Beni
1451,1044,29,10,1,01-24-2024,aprox. 0,6254.04,"Ingreso voluntario
servicio activo"
1452,1091,50,2,5,04-07-2023,"2,0 años",2787,S/N
1453,376,22,13,5,10-05-2023,8 años,BS 10117,"Licencia médica
autorizada por sanidad"
1454,961,8,1,2,01-16-2024,21 a.,"2,514.97 Bs",Cumplimiento del servicio militar
1455,217,13,1,5,2025-06-22,3,"2,424.21",licencia por enfermedad — 9 días
1456,1139,48,2,5,12-23-2023,25 años,2416.60,
1457,160,15,10,2,07-27-2023,"2,0 años","Bs. 6,499.16",Sin obs.
1458,502,14,1,1,2024/01/22,CERO,2492,N/A
1459,350,12,6,1,09-02-2022,cero años,"Bs. 3,583.24","Ingreso voluntario
servicio activo"
1460,984,2,7,3,09/10/2023,quince,BS 4142,Promoción regular — escalafonamiento
1461,98,42,9,5,2022-07-12,doce años,BS 5830,S/N
1462,237,4,8,4,07-16-2025,seis,"5,080.73",TRASLADO DISCIPLINARIO
1463,662,35,3,4,17/08/2023,23 años,"Bs 3.258,48","  Cambio de destino
por requerimiento operacional  "
1464,1084,14,4,4,04-07-2021,3 años,"3,299.29 Bs",Rotación periódica anual
1465,988,40,4,1,27-02-2025,aprox. 0,"Bs.3,169.98",S/N
1466,512,42,2,1,2025/08/30,  0 años  ,"Bs.2,504.13",Incorporación clase 2025
1467,170,24,3,2,2021/04/25,SEIS,"Bs.- 3,216.39",
1468,249,38,3,3,20/08/2024,aprox. 4,"Bs.2,619.52",Ascenso — antigüedad cumplida
1469,1138,12,1,6,02-21-2022,DIECINUEVE,2295,Reincorporación voluntaria
1470,811,36,5,5,15-08-2024,18,3959.98,Permiso especial — nacimiento hijo
1471,931,16,2,1,20231215,cero años,"Bs.- 2,737.25","Ingreso voluntario
servicio activo"
1472,210,43,10,3,30/08/2022,"8,0 años",5982,"  Ascenso según
normativa vigente  "
1473,480,29,5,3,10/08/2021,7,"Bs. 3,648.04",ascenso aniversario patrio 6 agosto
1474,1141,1,3,4,25/09/2025,DIECISÉIS,3197.03,Traslado — orden de comando
1475,968,29,1,4,09-08-2022,16,"Bs. 2,129.40","rotación por
necesidad institucional"
1476,213,8,10,1,30/01/2022,cero años,"5,682.69 Bs",Ingreso voluntario al servicio
1477,994,7,3,4,20221116,dos años,"Bs.- 3,039.24",Traslado por reorganización de unidades
1478,636,11,13,5,2025/02/12,12 años,"10,441.05",permiso por fallecimiento familiar
1479,758,7,5,3,2023/03/11,"8,5 años","4,178.18",
1480,362,19,7,4,2024/08/12,15 años,"Bs. 5,506.53",S/N
1481,152,24,3,3,02-14-2021,cinco,"3,040.31",Promoción por concurso de méritos
1482,884,10,10,4,2024/07/27,veinticuatro,7398.51,"Cambio de destino
por requerimiento operacional"
1483,853,13,2,2,07/09/2025,once años,"2,735.3",Cumplimiento del servicio militar
1484,12,48,3,3,27/09/2023,5,"Bs.- 3,247.18",Promoción—curso de comando aprobado
1485,920,37,1,1,01-12-2021,0 años,"Bs 2.486,74",S/N
1486,637,49,6,1,20230123,aprox. 0,"Bs. 4,809.12",Alta por convocatoria 2023
1487,1011,48,7,3,08-02-2022,12 años,"Bs.- 5,271.87",ascenso — antigüedad cumplida
1488,1119,24,9,4,06-07-2021,"19,0 años","Bs 5.728,11",Asignación temporal zona operaciones
1489,973,11,11,2,28/03/2025,3.5 años,6399.39,LICENCIAMIENTO ORDINARIO
1490,864,33,1,6,15/08/2025,18 años,BS 2060,S/N
1491,935,9,3,4,08-31-2023,DIECISÉIS,BS 3158,Rotación semestral — destino UD-9
1492,609,35,8,3,20210823,OCHO,4492,Ascenso aniversario patrio 6 agosto
1493,907,26,2,6,04/07/2022,24 a.,"Bs. 2,825.47",reintegro — fin de licencia anual
1494,256,44,9,4,15/08/2025,  25 años  ,BS 6522,Cambio destino — solicitud personal
1495,947,7,4,3,06/08/2023,doce,"Bs. 3,754.09",  Ascenso por méritos — evaluación superior  
1496,897,23,1,5,31/10/2021,"4,0 años","Bs 2.169,77",
1497,449,17,15,4,07-28-2021,4 a.,18093,Asignación temporal zona operaciones
1498,925,40,4,1,12-04-2022,cero años,"3,817.27 Bs",Sin observaciones
1499,50,15,7,3,17/08/2025,3 a.,BS 4368,Ascenso — antigüedad cumplida
1500,725,1,6,1,20231112,cero años,"Bs.4,786.09",Incorporación clase 2023
1501,717,43,12,3,09-03-2022,"10,0 años",10084.25,Promoción por concurso de méritos
1502,174,47,9,4,2022/06/03,  15 años  ,"5,688.92",TRASLADO POR REORGANIZACIÓN DE UNIDADES
1503,1156,32,1,4,19/08/2024,18,"Bs.2,033.82",Traslado a zona de frontera
1504,368,10,7,3,09-30-2024,tres,"Bs. 4,271.18",Ascenso por antigüedad y méritos
1505,1140,27,1,1,20240226,0,1912,
1506,883,7,8,1,23-01-2022,0 años,"Bs 5.401,19",n/a
1507,1013,18,6,3,08-17-2021,seis,"Bs 4.138,09",Promoción — Resolución Ministerial 896
1508,966,48,8,2,09-23-2021,DIEZ,"Bs. 4,873.75",Sin obs.
1509,644,49,11,4,07-06-2023,"19,0 años","Bs 8.553,77",Cambio destino — solicitud personal
1510,318,8,2,3,13/05/2022,ocho,"2,682.57","Ascenso según
normativa vigente"
1511,1116,45,5,5,2023/07/26,6,"4,151.73",S/N
1512,1073,46,4,5,2025/12/18,trece,"Bs. 3,010.74",PERMISO POR MATRIMONIO
1513,165,45,1,4,07-11-2022,4 a.,"Bs. 2,260.69",ROTACIÓN PERIÓDICA ANUAL
1514,149,13,8,4,28-10-2025,1,"Bs 5.796,08",traslado disciplinario
1515,680,11,7,4,04-01-2025,veinte,"4,465.21 Bs",Traslado por reorganización de unidades
1516,190,20,13,3,11-08-2024,seis,9203.41,Promoción — Resolución Ministerial 647
1517,102,8,8,3,01-12-2024,8 años,"Bs.5,917.19",Promoción por concurso de méritos
1518,378,26,5,4,2021/10/09,tres años,"3,321.47",
1519,458,15,1,4,04-29-2021,"18,0 años","Bs 2.289,88","Cambio de destino
por requerimiento operacional"
1520,435,47,2,4,2025-06-23,veintidós,"2,502.01",Traslado — orden de comando
1521,1199,21,1,4,17/07/2023,seis años,"Bs 2.060,26",  Traslado por necesidad del servicio  
1522,651,28,3,4,14/07/2024,  13 años  ,"Bs 2.742,20",Rotación periódica anual
1523,1183,43,1,1,06/02/2022,0 años,"2,231.19",reclutamiento zona oruro
1524,1057,17,5,1,05-23-2022,  0 años  ,"Bs 3.805,76",Reclutamiento zona Oruro
1525,545,29,3,3,03-31-2023,4 años,3122,Ascenso aniversario patrio 6 agosto
1526,305,33,2,3,20230907,20.5,2749,"Ascenso post
curso especialización"
1527,125,44,3,6,2022/11/27,seis,"Bs. 2,683.78",REINCORPORACIÓN VOLUNTARIA
1528,444,5,2,1,14/06/2022,0 a.,"2,246.8",Ingreso — proceso regular
1529,1139,23,6,4,07-16-2025,aprox. 15,"Bs.4,564.64",S/N
1530,305,33,2,3,20230907,20.5,2749,"Ascenso post
curso especialización"
1531,339,22,1,2,03-03-2024,13 años,"1,993.52 Bs","Baja por
inaptitud física"
1532,658,8,1,4,20-06-2021,9 años,2523,rotación semestral — destino ud-8
1533,332,40,5,4,11-09-2021,aprox. 5,4334,Traslado por reorganización de unidades
1534,407,21,11,5,06-05-2025,13 a.,"7,948.95",Permiso especial — nacimiento hijo
1535,285,48,10,4,2025/06/22,"12,0 años","6,576.88 Bs",Traslado disciplinario
1536,274,30,8,1,2023/02/18,aprox. 0,"Bs 4.638,43",Servicio premilitar completado
1537,1059,49,1,4,02-18-2022,"1,0 años",2519,Traslado disciplinario
1538,931,5,13,3,08-11-2023,3,"10,833.39 Bs",Promoción regular — escalafonamiento
1539,1177,40,5,2,26-04-2021,ONCE,"3,323.34 Bs",Licenciamiento ordinario
1540,316,44,1,1,19/02/2022,  0 años  ,"Bs.2,221.08",
1541,514,4,1,2,2021/02/25,6,"1,923.04",
1542,917,29,1,1,02-02-2022,CERO,"2,196.71",N/A
1543,742,39,1,1,19-01-2024,0,"Bs. 2,277.82",N/A
1544,582,35,13,3,14/08/2022,  15 años  ,"Bs.9,110.05","Ascenso post
curso especialización"
1545,933,3,1,1,14/01/2024,0 años,2366,Sin observaciones
1546,271,1,11,3,2021/08/29,veinte,"Bs.- 8,038.54",S/N
1547,247,13,2,4,04-27-2023,"7,0 años",BS 2690,Traslado a zona de frontera
1548,914,20,5,1,2021-08-10,cero,4264,N/A
1549,931,38,1,2,29/02/2024,aprox. 12,"Bs. 1,994.82",Cumplimiento tiempo de servicio
1550,358,36,5,1,12-28-2023,aprox. 0,3518,N/A
1551,652,50,5,4,2025/07/08,5 años,3446.29,Asignación temporal zona operaciones
1552,795,47,9,4,2024/08/14,veintiuno años,BS 4941,Traslado por reorganización de unidades
1553,1065,21,11,6,12-10-2025,aprox. 8,"6,458.96 Bs",Reintegro — fin de licencia anual
1554,14,45,13,3,08-07-2025,4 años,"Bs. 9,075.67",Ascenso por antigüedad y méritos
1555,431,22,5,3,21/01/2022,aprox. 7,BS 3812,Ref: 
1556,1177,14,1,1,01-18-2025,0 años,2479,incorporación por sorteo cuartel
1557,1067,30,2,6,01-25-2022,17 a.,2866.70,  Reincorporación — apto por sanidad militar  
1558,107,46,1,4,20230803,24.5 años,"Bs. 2,472.12",Rotación periódica anual
1559,445,23,1,4,20240115,20 años,"Bs.- 2,187.33",Rotación semestral — destino UD-23
1560,310,26,11,1,01-03-2021,0,"Bs. 6,463.61",N/A
1561,590,41,1,1,2021-02-23,CERO,"Bs 1.902,66",Alta por convocatoria 2021
1562,401,37,11,4,08-09-2025,23 a.,"Bs 7.609,26",
1563,315,19,2,2,2022-08-18,  21 años  ,"2,551.39","  Baja definitiva
por solicitud  "
1564,82,2,5,3,20220113,  7 años  ,3833,Promoción por concurso de méritos
1565,104,16,10,1,05/03/2024,cero,BS 6625,Reclutamiento zona Beni
1566,908,1,2,1,2021/01/22,0 años,BS 2639,Reclutamiento zona Santa Cruz
1567,29,32,13,3,20220828,2 años,"9,419.31",S/N
1568,616,12,2,1,2025/02/03,"0,0 años",2509,"Ingreso voluntario
servicio activo"
1569,781,34,9,5,04-25-2023,veinte años,"Bs. 5,979.00",Permiso especial — nacimiento hijo
1570,481,13,3,5,18/02/2023,"4,0 años","Bs. 3,365.89",PERMISO POR ESTUDIOS — 14 DÍAS
1571,909,6,7,1,01-15-2021,"0,0 años","Bs. 5,140.29",Sin observaciones
1572,759,24,11,4,2023-05-12,3 a.,"Bs.8,043.73",Traslado disciplinario
1573,1076,4,5,2,06-28-2025,aprox. 25,BS 3763,Retiro por edad límite
1574,3,27,2,1,19/01/2021,"0,0 años","Bs. 2,762.13",Ref: Ingreso voluntario al servicio
1575,80,40,6,4,11-30-2024,10 a.,3637,Rotación semestral — destino UD-40
1576,656,34,11,1,2024-12-13,0,"Bs. 7,357.91",Ingreso voluntario al servicio
1577,750,4,3,3,15/08/2024,  8 años  ,"Bs 2.746,29",Promoción — Resolución Ministerial 216
1578,317,32,7,3,2021/08/24,8.5 años,4779,Ref: Promoción por concurso de méritos
1579,167,40,2,1,30/01/2021,0 años,"Bs.2,203.18",Ref: Ingreso — proceso regular
1580,3,12,1,6,07/09/2023,4,"Bs.- 2,153.06",S/N
1581,554,34,5,6,30-03-2025,10 años,BS 3822,Retorno al servicio — autorizado
1582,325,45,2,5,14/04/2022,22,"2,628.91 Bs",Permiso especial — nacimiento hijo
1583,144,25,4,2,06/05/2024,23 a.,3432.39,Retiro por edad límite
1584,735,23,8,6,20240229,SIETE,5019,
1585,304,2,6,1,22-08-2024,0 años,"4,471.73",S/N
1586,630,6,8,2,2024/09/03,2 años,"Bs.- 5,333.61",Baja — sanción disciplinaria
1587,134,50,2,3,05/06/2024,siete,"Bs. 2,555.03",Ascenso aniversario patrio 6 agosto
1588,515,3,8,1,04-09-2022,"0,0 años","Bs. 5,594.26",Ingreso — proceso regular
1589,283,42,3,5,06-29-2023,veinticuatro,2878,Permiso por matrimonio
1590,558,10,2,4,22/07/2022,quince años,"2,159.05 Bs",Asignación temporal zona operaciones
1591,207,36,4,3,20230907,tres,"Bs. 3,232.37",Ascenso por antigüedad y méritos
1592,472,41,2,5,10/04/2023,14 años,"2,345.34",S/N
1593,653,12,2,2,2024-04-11,1 año,"2,552.33",Sin obs.
1594,918,6,2,1,20221214,0,"2,729.21",Incorporación clase 2022
1595,435,8,3,5,2023-12-21,11,"2,743.86 Bs",
1596,713,19,7,3,22/10/2021,3 a.,"Bs.4,998.02",Ascenso — antigüedad cumplida
1597,708,12,2,2,17/09/2024,18 años,"Bs.2,300.26",  Cumplimiento del servicio militar  
1598,97,26,11,1,2022-09-09,0,"8,371.68","Alta por
convocatoria anual"
1599,740,17,2,6,08-10-2021,20 a.,"2,586.47 Bs",REINTEGRO — FIN DE LICENCIA ANUAL
1600,875,37,6,4,31/08/2021,13 años,"Bs. 4,742.20",Traslado por necesidad del servicio
1601,344,27,7,2,03/12/2024,"14,0 años",4815,Baja por motivos de salud
1602,413,6,4,3,2022/05/13,aprox. 12,3410,Promoción — curso de comando aprobado
1603,762,8,3,6,2025/08/27,  25 años  ,"Bs.- 2,770.65",S/N
1604,23,38,1,2,06/07/2024,7 años,2273.39,"Baja definitiva
por solicitud"
1605,920,26,4,4,29/06/2024,9 años,"3,291.93",
1606,401,25,6,4,04/09/2022,12 a.,3715,Asignación temporal zona operaciones
1607,1059,29,2,1,07-16-2023,0 a.,"Bs.- 2,443.40",Reclutamiento zona Chuquisaca
1608,308,21,8,3,08-20-2024,6 años,"Bs 5.743,40",Promoción por concurso de méritos
1609,80,42,3,5,01/02/2025,dos años,"2,719.84 Bs",Permiso por estudios—26 días
1610,812,42,1,4,18-02-2021,uno,2398,"Cambio de destino
por requerimiento operacional"
1611,879,37,2,6,11/06/2021,  23 años  ,2581.83,S/N
1612,102,25,5,6,04/03/2021,aprox. 18,3650,REINTEGRO — FIN DE LICENCIA ANUAL
1613,1039,37,6,2,10-14-2024,11,"3,979.76 Bs","Ref: Baja por
inaptitud física"
1614,1177,9,3,5,01-01-2023,"3,0 años",2942,"Licencia médica
autorizada por sanidad"
1615,596,9,9,3,04/08/2025,aprox. 10,"Bs 5.418,98",Promoción — Resolución Ministerial 917
1616,143,22,1,6,30/04/2024,1 a.,"Bs 2.010,40","reincorporación
tras permiso especial"
1617,131,23,6,3,2023/08/19,"12,5 años","Bs.4,563.89","Ascenso post
curso especialización"
1618,598,45,3,4,22/07/2023,nueve,BS 3321,"ROTACIÓN POR
NECESIDAD INSTITUCIONAL"
1619,695,22,2,5,2024-11-07,CUATRO,"Bs 2.647,01",Licencia — trámites personales
1620,71,35,1,5,19/11/2021,11 años,"2,491.6",Permiso especial — nacimiento hijo
1621,425,24,7,3,28/08/2021,10 años,"Bs.- 4,224.33",Ascenso por antigüedad y méritos
1622,356,39,7,4,2025-10-21,"19,0 años","Bs. 4,593.77",Rotación periódica anual
1623,276,3,1,4,08-16-2025,21 a.,"Bs. 2,111.09",ASIGNACIÓN TEMPORAL ZONA OPERACIONES
1624,1110,45,3,5,21/09/2025,cuatro años,"Bs 3.137,40",Permiso por fallecimiento familiar
1625,54,35,5,3,2021/08/19,dos,"4,325.09 Bs",Ascenso por antigüedad y méritos
1626,476,25,1,5,2024/08/15,ocho años,BS 2368,Licencia por enfermedad — 13 días
1627,220,1,1,1,2024-01-06,0 años,"Bs.2,122.67",n/a
1628,668,6,4,5,03-08-2023,2 años,3601,Permiso por matrimonio
1629,432,39,9,3,08/08/2024,18 años,"Bs. 5,270.34",
1630,743,7,12,1,2021-02-25,0 años,"Bs 8.159,35",INGRESO — PROCESO REGULAR
1631,982,23,9,1,02-10-2024,0 años,"Bs 5.655,42",Incorporación servicio militar obligatorio
1632,56,10,2,4,08/03/2021,CINCO,"2,322.56 Bs",traslado por necesidad del servicio
1633,752,15,4,4,04-08-2025,cuatro,BS 2959,"Cambio de destino
por requerimiento operacional"
1634,401,30,1,4,21/06/2024,9 a.,"2,045.00 Bs",Ref: Asignación temporal zona operaciones
1635,431,18,1,6,2021-01-02,quince,BS 2411,Retorno al servicio — autorizado
1636,387,31,6,1,05/09/2022,0 a.,"Bs 3.647,59",N/A
1637,1152,28,1,5,11/12/2024,veintitrés,2381.61,Permiso por matrimonio
1638,561,48,1,5,13/09/2021,"10,0 años",2209.36,
1639,827,36,3,1,28/01/2023,0,"Bs. 2,755.35",SERVICIO PREMILITAR COMPLETADO
1640,940,17,7,1,18/07/2023,CERO,"Bs. 4,946.37",Ingreso voluntario al servicio
1641,711,21,5,4,2022/07/06,22 años,BS 3687,Traslado por reorganización de unidades
1642,23,39,9,4,02/07/2024,VEINTE,"5,204.68","Cambio de destino
por requerimiento operacional"
1643,440,3,3,4,25-08-2023,doce años,2867,Traslado — orden de comando
1644,135,45,3,3,09-04-2021,  3 años  ,"3,255.65 Bs",
1645,296,43,3,5,2021-11-21,25.5 años,"Bs.- 3,126.21",Licencia anual ordinaria
1646,737,30,3,1,20250202,cero,"3,266.07 Bs",INCORPORACIÓN SERVICIO MILITAR OBLIGATORIO
1647,778,38,1,5,12-15-2023,quince,1966.86,"Licencia médica
autorizada por sanidad"
1648,841,12,3,3,16/12/2021,seis,3064,Ascenso por méritos — evaluación superior
1649,170,34,1,1,15/01/2023,0,"2,492.04",Ref: Ingreso voluntario al servicio
1650,1108,31,8,2,08/03/2022,  6 años  ,"Bs. 4,459.60",Cumplimiento tiempo de servicio
1651,772,5,1,1,02-07-2021,cero,"2,069.14",Sin observaciones
1652,432,13,1,4,2024/12/09,tres años,2476.49,Rotación semestral — destino UD-13
1653,1073,20,15,1,2021/01/16,0,18050,"Ingreso voluntario
servicio activo"
1654,1046,30,1,4,27-07-2024,15,2067.67,Traslado — orden de comando
1655,1169,17,4,1,02-20-2023,0 años,"Bs.3,176.77",Alta por reclutamiento directo
1656,1046,10,12,6,30-05-2021,DIECISIETE,8646,Reincorporación voluntaria
1657,1021,46,4,5,2021-08-20,veintiuno,3254,permiso por estudios — 12 días
1658,227,25,7,3,03-04-2024,quince,"Bs. 5,198.13","ascenso según
normativa vigente"
1659,55,50,1,1,28/07/2022,"0,0 años","Bs. 1,908.64",S/N
1660,1049,34,12,3,12-08-2024,aprox. 20,"8,473.89 Bs",PROMOCIÓN REGULAR — ESCALAFONAMIENTO
1661,418,41,1,4,20221119,aprox. 10,1980,ASIGNACIÓN TEMPORAL ZONA OPERACIONES
1662,536,12,3,4,22/07/2025,"8,0 años","Bs. 3,198.96",Ref: Traslado disciplinario
1663,1041,28,7,2,11-22-2023,"1,5 años","4,286.11 Bs",Baja — sanción disciplinaria
1664,12,35,1,1,01-23-2022,0 a.,"Bs.- 1,870.95",ALTA POR RECLUTAMIENTO DIRECTO
1665,836,11,1,5,14/11/2023,4,"Bs.2,175.36",Licencia sin goce de haberes
1666,1060,9,4,5,2023/08/11,2 años,"Bs. 3,194.24",Permiso especial — nacimiento hijo
1667,785,50,9,2,27/06/2023,  1 años  ,"Bs.4,980.60",Baja por motivos de salud
1668,804,46,14,4,2025-07-22,  23 años  ,12921.77,Ref: 
1669,825,26,3,6,10/10/2022,"5,5 años",3177,Ref: Retorno tras licencia por estudios
1670,93,25,6,4,2022/01/16,veinticuatro,3917,TRASLADO A ZONA DE FRONTERA
1671,260,11,4,5,2023/08/18,11,"Bs. 3,177.57",LICENCIA SIN GOCE DE HABERES
1672,553,39,3,1,07-02-2025,0 años,"Bs.- 2,573.43",Ref: 
1673,601,8,9,3,2024/08/23,aprox. 10,"6,481.57",Ref: Ascenso aniversario patrio 6 agosto
1674,22,38,1,4,11/10/2021,veinte años,"2,102.49",Traslado — orden de comando
1675,760,45,3,3,08-29-2022,12,3124.77,Promoción regular — escalafonamiento
1676,369,31,1,1,20240121,cero años,"1,887.43",N/A
1677,6,44,8,3,2022/09/02,"7,5 años",4644.48,
1678,756,5,7,4,11/03/2022,6 años,"Bs. 5,393.61",Rotación semestral — destino UD-5
1679,285,46,2,4,29/10/2022,aprox. 25,"2,457.81 Bs",Traslado por necesidad del servicio
1680,335,31,1,4,07-02-2025,TRECE,2269,"Rotación por
necesidad institucional"
1681,1099,36,5,1,30/12/2021,0 a.,"3,236.05 Bs",Incorporación por sorteo cuartel
1682,30,19,2,6,21/03/2025,17,"Bs. 2,726.16",Reincorporación voluntaria
1683,292,21,1,4,20210228,7 años,2215,
1684,938,24,1,4,20230812,veintiuno años,"2,151.82 Bs",ASIGNACIÓN TEMPORAL ZONA OPERACIONES
1685,429,47,1,1,20-12-2022,0 años,"Bs.2,430.11",Ingreso — proceso regular
1686,2,36,5,3,20210831,SEIS,"3,690.85","Ascenso según
normativa vigente"
1687,518,2,3,4,2024/06/01,25.5,"Bs. 2,598.65",
1688,185,13,4,3,09-14-2023,18,"Bs. 3,519.97",Promoción por concurso de méritos
1689,360,18,6,2,27-02-2022,20,3933,S/N
1690,277,18,8,2,21/08/2022,19 años,"5,181.67",Retiro voluntario — motivos familiares
1691,54,4,11,3,22/08/2022,seis,"Bs.- 8,608.89","Ascenso según
normativa vigente"
1692,35,46,6,2,2025/12/06,7 años,"Bs.4,222.46","Baja definitiva
por solicitud"
1693,1067,30,6,6,2023-02-12,SEIS,BS 4115,Retorno al servicio activo
1694,97,15,1,4,14/12/2025,  1 años  ,1897,Cambio destino — solicitud personal
1695,598,30,5,1,2025-11-29,0 a.,"Bs. 4,014.53",Ingreso voluntario al servicio
1696,396,16,6,4,2023/08/26,aprox. 16,"Bs. 4,257.79",Traslado por necesidad del servicio
1697,1177,3,9,2,07-29-2023,  3 años  ,"Bs. 6,074.45",retiro voluntario — motivos familiares
1698,790,46,3,1,14/02/2021,CERO,"Bs. 3,395.12",Reclutamiento zona La Paz
1699,1172,32,7,3,04/08/2025,QUINCE,5132.58,Ascenso — antigüedad cumplida
1700,411,7,2,5,22/01/2025,5,BS 2815,Licencia — trámites personales
1701,225,21,8,3,2024/08/01,DIEZ,BS 5297,Promoción — Resolución Ministerial 668
1702,351,42,7,4,2024/08/18,3 años,5048,traslado por necesidad del servicio
1703,455,14,2,3,2021/09/29,2.5,"Bs. 2,680.77",Ascenso aniversario patrio 6 agosto
1704,400,19,1,2,23/01/2024,"22,0 años",2135,Cumplimiento del servicio militar
1705,10,18,8,3,24/08/2022,4 años,"Bs.- 5,616.38",S/N
1706,464,13,1,5,20250622,16,"Bs.- 1,987.23",licencia — trámites personales
1707,651,5,6,5,05/08/2024,aprox. 5,4139,Permiso por estudios — 17 días
1708,799,16,13,1,20250109,cero,11811.97,Ingreso — proceso regular
1709,771,27,3,5,07-31-2024,  9 años  ,"Bs. 2,899.98","Licencia médica
autorizada por sanidad"
1710,1073,42,6,5,2024/07/02,diez,BS 4359,
1711,341,27,6,5,20210204,12 a.,4625.55,  Licencia por enfermedad — 18 días  
1712,1015,32,1,4,2024/09/07,"13,0 años",1944.90,Cambio destino—solicitud personal
1713,949,45,5,1,22/01/2022,0,"Bs 3.773,88",Incorporación clase 2022
1714,879,46,3,3,23-10-2021,"6,0 años",3253,Promoción — Resolución Ministerial 382
1715,1022,22,1,6,13-11-2021,12,"2,414.90 Bs","Reincorporación
tras permiso especial"
1716,764,27,4,1,2024/10/23,0 años,3680,Ingreso voluntario al servicio
1717,1006,35,2,5,15/04/2022,23,"2,393.76 Bs",
1718,847,26,4,5,02-10-2023,once años,"Bs. 3,609.16",Permiso por estudios—28 días
1719,9,26,2,4,27-08-2024,catorce años,"Bs.- 2,429.20",S/N
1720,210,7,4,6,29/05/2025,25 años,"Bs. 3,050.64",reintegro — fin de licencia anual
1721,1112,17,7,1,14/01/2021,0 años,"Bs 4.746,92","Alta por
convocatoria anual"
1722,238,41,2,3,08-04-2023,cuatro años,2421,Promoción por concurso de méritos
1723,124,14,11,1,20-02-2022,0,"6,494.02","ingreso voluntario
servicio activo"
1724,351,11,4,4,08/07/2025,15 años,"2,988.81 Bs","Cambio de destino
por requerimiento operacional"
1725,293,46,10,1,20210128,0 años,"Bs 6.111,43","Alta por
convocatoria anual"
1726,171,27,4,4,2021/08/02,10 a.,"Bs. 2,892.64",
1727,93,16,3,1,28/01/2025,0,"Bs 3.134,81",Sin observaciones
1728,818,30,3,4,2021/10/06,11 años,BS 3258,"Rotación por
necesidad institucional"
1729,520,39,3,4,25/07/2021,nueve años,"3,211.81 Bs",Rotación semestral — destino UD-39
1730,147,36,10,3,2024/09/15,6 años,"6,225.56 Bs",Promoción — Resolución Ministerial 936
1731,249,31,13,1,09-01-2022,  0 años  ,BS 11321,Incorporación clase 2022
1732,86,27,4,2,25/08/2024,"24,0 años",2955.63,
1733,193,5,10,6,24-11-2021,12,"7,113.02",Reincorporación post licencia médica
1734,867,3,9,3,20/08/2022,cuatro,5305,Promoción por concurso de méritos
1735,61,34,2,5,04-20-2025,8.5 años,"2,758.30 Bs",Licencia — trámites personales
1736,10,27,5,4,26/07/2022,17,"Bs. 3,646.43",S/N
1737,629,48,2,4,07-21-2022,25 años,"2,428.98 Bs",Traslado por reorganización de unidades
1738,1155,25,2,3,20250812,7,2146,Promoción — curso de comando aprobado
1739,713,25,4,3,2024-09-16,aprox. 8,3348,Ascenso—antigüedad cumplida
1740,962,19,3,1,03-31-2025,"0,0 años","Bs. 3,086.21","Alta por
convocatoria anual"
1741,636,3,10,5,20230127,4 años,5644.86,licencia por enfermedad — 10 días
1742,253,12,1,2,17/03/2025,12 a.,"Bs. 1,914.19",Retiro voluntario—motivos familiares
1743,772,39,7,3,24/09/2024,20,4997,Ascenso por méritos — evaluación superior
1744,819,28,6,1,01-17-2024,CERO,"4,627.03 Bs",incorporación servicio militar obligatorio
1745,61,38,2,4,2022/08/04,"2,0 años","Bs 2.127,39",
1746,955,8,10,5,09-01-2023,6,"Bs. 6,943.07",
1747,425,5,6,4,20250826,VEINTIUNO,"3,733.71 Bs",Ref: Rotación semestral — destino UD-5
1748,337,13,2,1,25/03/2024,0 a.,"Bs 2.174,80",Ref: Servicio premilitar completado
1749,367,47,2,1,20230527,"0,0 años","Bs.2,767.68",Incorporación por sorteo cuartel
1750,663,8,2,3,08-24-2024,seis años,"Bs. 2,658.34",Promoción — Resolución Ministerial 402
1751,1046,15,1,2,03/04/2021,12,BS 2386,Retiro voluntario — motivos familiares
1752,1012,41,6,5,05/04/2021,dos,3866,
1753,691,19,12,4,2024-07-20,dieciocho años,BS 8482,Traslado a zona de frontera
1754,889,41,6,5,12-13-2022,  14 años  ,BS 4696,Permiso por matrimonio
1755,1166,16,1,1,2021/02/03,0,"2,189.01 Bs",Servicio premilitar completado
1756,783,46,4,5,10/12/2021,17 años,"Bs. 3,848.60",Permiso por matrimonio
1757,528,29,2,2,2023-06-14,"7,0 años","Bs. 2,523.61","Baja definitiva
por solicitud"
1758,1035,48,2,3,09/08/2022,10,"Bs 2.556,16",Ascenso por antigüedad y méritos
1759,367,8,3,4,22/08/2022,"5,0 años",2917,Traslado — orden de comando
